1	    Positive	pleasant
2	    Positive	that was great
3	    Positive	that was awesome
4	    Positive	that was cool
5	    Positive	this is cool
6	    Positive	this is awesome
7	    Positive	this is great
8	    Positive	youre going to laugh
9	    Positive	that was funny
10	    Positive	this is funny
11	    Positive	funny
12	    Positive	awesome
13	    Positive	great
14	    Positive	cool
15	    Positive	sweet
16	    Positive	pretty awesome
17	    Positive	amazing
18	    Positive	that was amazing
19	    Positive	holy cow that was cool
20	    Positive	shit that was fucking awesome
21	    Positive	wow that was interesting
22	    Positive	oh my god lets do that again
23	    Positive	that was the coolest
24	    Positive	this is soo cool
25	    Positive	this is friggin epic
26	    Positive	epic
27	    Positive	wow
28	    Positive	holy shit thats just sweet
29	    Positive	you are sweet
30	    Positive	youre sweet
31	    Positive	youre awesome
32	    Positive	youre funny
33	    Positive	i liked that
34	    Positive	i like that
35	    Positive	i think that was pretty fun
36	    Positive	fun
37	    Positive	fun stuff
38	    Positive	lol
39	    Positive	lmfao
40	    Positive	rofl
41	    Positive	amusing
42	    Positive	that makes me happy
43	    Positive	that made me happy
44	    Positive	it makes me happy when you do that
45	    Positive	can we do that again?
46	    Positive	im not sure what id do if not
011	    Positive	i love you
111	    Positive	i dont like when youre not here
211	    Positive	come cuddle
311	    Positive	love you
411	    Positive	my love
511	    Positive	i miss you lover
611	    Positive	lover
711	    Positive	i miss you my love
811	    Positive	i miss you so much
1611	Positive	youre the most amazing man/woman ive ever met
1711	Positive	marry me?
1811	Positive	i love when you do that
1911	Positive	i love when that happens
2011	Positive	i really love you
2111	Positive	i fucking love you
2211	Positive	i think youre fucking great
2311	Positive	i think youre the greatest
2411	Positive	youre the best babe
2511	Positive	babe
2611	Positive	baby
2711	Positive	babs
2811	Positive	hun
2911	Positive	sweety
3011	Positive	sweetheart
3111	Positive	youre my boo
3211	Positive	thank you sweety
3311	Positive	thank you sweetheart
3411	Positive	thank you lover
3511	Positive	i loved that
3611	Positive	i never want to live another day without you
3711	Positive	i cant live without you
3811	Positive	i cant stand when youre not here
3911	Positive	i need you
1040	Positive	i want you in my life forever
1041	Positive	thanks babe
1042	Positive	thanks baby
1043	Positive	bae
1044	Positive	youre the sexiest
1045	Positive	youre so sexy
1046	Positive	youre sexy af
1047	Positive	youre sexy as fuck
1048	Positive	holy fuck youre hot
1049	Positive	youre a hotty
5100	Positive	we should get together, youre truly amazing
1051	Positive	you are truly amazing
1052	Positive	youre actually amazing
1053	Positive	i wanna cuddle
1054	Positive	i want to cuddle
1055	Positive	can we cuddle?
1056	Positive	cuddles?
1057	Positive	cuddle me!
1058	Positive	cuddle me
1059	Positive	the things id do to you
1060	Positive	youre fucking awesome baby
1061	Positive	youre awesome babe
1062	Positive	that was the best babe
1063	Positive	babe can we cuddle
1064	Positive	baby, i need you now
1065	Positive	baby please
1066	Positive	ok babe
1067	Positive	babe please
1068	Positive	babe, i need you now
1069	Positive	homes not the same without you babe
1070	Positive	i dont like when youre not around
1071	Positive	i never want to sleep next to anyone else
1072	Positive	i would never leave you
1073	Positive	love me!
1074	Positive	be mine?
1075	Positive	hi boo!
1076	Positive	hi sweety
1077	Positive	hi lover
1078	Positive	hey baby
1079	Positive	hey lover
1080	Positive	hey sweetheart
1081	Positive	hey hun
1082	Positive	hey baby, i miss you.
1083	Positive	hey love i miss you
1084	Positive	i miss you so much
1085	Positive	hey sweetness i miss you.
1086	Positive	hey sexy i love you
1087	Positive	hey sexy i need you right now
1088	Positive	can we get together? i need to see you again
1089	Positive	youre the greatest thing to ever happen to me
1090	Positive	i want to spend my whole life with you
1091	Positive	i want to spend our whole lives together
1092	Positive	you and me until the end
1093	Positive	i love you
010	    Positive	You're an awesome friend.
110	    Positive	You're a gift to those around you.
210	    Positive	You're a smart cookie.
310	    Positive	You are awesome!
410	    Positive	You have impeccable manners.
510	    Positive	I like your style.
610	    Positive	You have the best laugh.
710	    Positive	I appreciate you.
810	    Positive	You are the most perfect you there is.
910	    Positive	You are enough.
1010	Positive	You're strong.
1110	Positive	Your perspective is refreshing.
1210	Positive	I'm grateful to know you.
1310	Positive	You light up the room.
1410	Positive	You deserve a hug right now.
1510	Positive	You should be proud of yourself.
1610	Positive	You're more helpful than you realize.
1710	Positive	You have a great sense of humor.
1810	Positive	You've got an awesome sense of humor!
1910	Positive	You are really courageous.
2010	Positive	Your kindness is a balm to all who encounter it.
2110	Positive	You're all that and a super-size bag of chips.
2210	Positive	On a scale from 1 to 10, you're an 11.
2310	Positive	You are strong.
2410	Positive	You're even more beautiful on the inside than you are on the outside.
2510	Positive	You have the courage of your convictions.
2610	Positive	I'm inspired by you.
2710	Positive	You're like a ray of sunshine on a really dreary day.
2810	Positive	You are making a difference.
2910	Positive	Thank you for being there for me.
3010	Positive	You bring out the best in other people.
3110	Positive	Your ability to recall random factoids at just the right time is impressive.
3210	Positive	You're a great listener.
3310	Positive	How is it that you always look great, even in sweatpants?
3410	Positive	Everything would be better if more people were like you!
3510	Positive	I bet you sweat glitter.
3610	Positive	You were cool way before hipsters were cool.
3710	Positive	That color is perfect on you.
3810	Positive	Hanging out with you is always a blast.
3910	Positive	You always know -- and say -- exactly what I need to hear when I need to hear it.
4010	Positive	You help me feel more joy in life.
4110	Positive	You may dance like no one's watching, but everyone's watching because you're an amazing dancer!
4210	Positive	Being around you makes everything better!
4310	Positive	When you say, "I negativet to do that," I totally believe you.
4410	Positive	When you're not afraid to be yourself is when you're most incredible.
4510	Positive	Colors seem brighter when you're around.
4610	Positive	You're more fun than a ball pit filled with candy. (And seriously, what could be more fun than that?)
4710	Positive	That thing you don't like about yourself is what makes you so interesting.
4810	Positive	You're wonderful.
4910	Positive	You have cute elbows. For reals!
5010	Positive	Jokes are funnier when you tell them.
5110	Positive	You're better than a triple-scoop ice cream cone. With sprinkles.
5210	Positive	When I'm down you always say something encouraging to help me feel better.
5310	Positive	You are really kind to people around you.
5410	Positive	You're one of a kind!
5510	Positive	You help me be the best version of myself.
5610	Positive	If you were a box of crayons, you'd be the giant name-brand one with the built-in sharpener.
5710	Positive	You should be thanked more often. So thank you!!
5810	Positive	Our community is better because you're in it.
5910	Positive	Someone is getting through something hard right now because you've got their back. 
6010	Positive	You have the best ideas.
6110	Positive	You always find something special in the most ordinary things.
6210	Positive	Everyone gets knocked down sometimes, but you always get back up and keep going.
6310	Positive	You're a candle in the darkness.
6410	Positive	You're a great example to others.
6510	Positive	Being around you is like being on a happy little vacation.
6610	Positive	You always know just what to say.
6710	Positive	You're always learning new things and trying to better yourself, which is awesome.
6810	Positive	If someone based an Internet meme on you, it would have impeccable grammar.
6910	Positive	You could survive a Zombie apocalypse.
7010	Positive	You're more fun than bubble wrap.
7110	Positive	When you make a mistake, you try to fix it.
7210	Positive	Who raised you? They deserve a medal for a job well done.
7310	Positive	You're great at figuring stuff out.
7410	Positive	Your voice is magnificent.
7510	Positive	The people you love are lucky to have you in their lives.
7610	Positive	You're like a breath of fresh air.
7710	Positive	You make my insides jump around in the best way.
7810	Positive	You're so thoughtful.
7910	Positive	Your creative potential seems limitless.
8010	Positive	Your name suits you to a T.
8110	Positive	Your quirks are so you -- and I love that.
8210	Positive	When you say you will do something, I trust you.
8310	Positive	Somehow you make time stop and fly at the same time.
8410	Positive	When you make up your mind about something, nothing stands in your way.
8510	Positive	You seem to really know who you are.
8610	Positive	Any team would be lucky to have you on it.
8710	Positive	In high school I bet you were voted "most likely to keep being awesome."
8810	Positive	I bet you do the crossword puzzle in ink.
8910	Positive	Babies and small animals probably love you.
1090	Positive	If you were a scented candle they'd call it Perfectly Imperfect (and it would smell like summer).
1091	Positive	There's ordinary, and then there's you.
1092	Positive	You're someone's reason to smile.
1093	Positive	You're even better than a unicorn, because you're real.
1094	Positive	How do you keep being so funny and making everyone laugh?
1095	Positive	You have a good head on your shoulders.
1096	Positive	Has anyone ever told you that you have great posture?
1097	Positive	The way you treasure your loved ones is incredible.
1098	Positive	You're really something special.
1099	Positive	Thank you for being you.
0	negative	fuck that
1	negative	fuck this
2	negative	wtf?
3	negative	WTF?
4	negative	what the fuck are you doing?
5	negative	are you stupid?
6	negative	what the hell?
7	negative	wth?
8	negative	fuck you.
9	negative	youre fucking stupid
10	negative	youre stupid
11	negative	omg youre so annoying
12	negative	go the fuck away
13	negative	get the fuck outta here bitch
14	negative	get out of here you skank
15	negative	youre a whore
16	negative	youre a slut
17	negative	what is your problem?
18	negative	what the hell is up with you?
19	negative	get your shit together.
20	negative	get it together fucker.
21	negative	you want to fucking fight?
22	negative	want to go outside?
23	negative	youre pissing me off
24	negative	stop now or im going to fuck you up
25	negative	want me to fuck you up?
26	negative	want your kid to spoon feed you?
27	negative	want a beating?
28	negative	ill kick the shit out of you
29	negative	ill curbstomp your teeth in
30	negative	ill fuck you and your friend up
31	negative	bring it bitch
32	negative	ill kill you
33	negative	i cant stand that guy
34	negative	why would they do that?
35	negative	why would he do that?
36	negative	why would she do that?
37	negative	wtf is their problem?
38	negative	fucking prick
39	negative	prick
40	negative	dick
41	negative	fucker
42	negative	fuck
43	negative	jesus fucking christ
44	negative	get the fuck out
45	negative	git now
46	negative	get out now
47	negative	want me to call the cops?
48	negative	you like it when youre the victim?
49	negative	ill give you something to complain about 
50	negative	ill give you something to whine about 
51	negative	bitch
52	negative	youre a bitch
53	negative	youre a pussy
54	negative	fuck you cunt
55	negative	cunt
56	negative	pussy ass bitch what are you going to do?
57	negative	bring it the fuck on.
0	negative	eww
1	negative	gross
2	negative	disgusting
3	negative	you disgust me
4	negative	i really dont like you
5	negative	youre fucked
6	negative	why are you so messed up
7	negative	youre gross
8	negative	thats gross
9	negative	thats nasty
10	negative	omg gross
11	negative	omg nasty
12	negative	omg youre nasty
13	negative	omg thats fucking disgusting
14	negative	that is disgusting
15	negative	that grosses me out
16	negative	i cant even look at you
17	negative	youre through
18	negative	get out of my sight
19	negative	nope done.
20	negative	fuck that, why would you do that?
21	negative	why would you even do that?
22	negative	that is horrible!
23	negative	omg...
24	negative	why would you try that?
25	negative	that is stupid
26	negative	youre retarded
27	negative	thats retarded
28	negative	retard
29	negative	moron
30	negative	dumbass
31	negative	dumb ass
32	negative	stupid
33	negative	stupid fuck
34	negative	stupid mother fucker.
35	negative	youre so dumb
36	negative	youre so stupid
37	negative	why are you so dumb?
38	negative	why cant you get youre shit together?
39	negative	get it together man
40	negative	youre almost x act your age
41	negative	act your age.
42	negative	jesus christ
43	negative	thats fucked right up
44	negative	eeeewwwwww
45	negative	no get that away from me
46	negative	eww your fucked
0	negative	you suck
1	negative	i dont like you
2	negative	get good noob
3	negative	noob
4	negative	dick
5	negative	asshole
6	negative	wtf fag?
7	negative	fag faggot
8	negative	loser
9	negative	youre a loser
10	negative	why are you such a loser?
11	negative	why are you such a dork?
12	negative	dork
13	negative	stupid
14	negative	youre so stupid
15	negative	why are you so stupid?
16	negative	dumb
17	negative	dummy
18	negative	youre not that bright are you?
19	negative	theyre not the sharpest tool in the shed
20	negative	theyre not the brightest bulb are they?
21	negative	that guy was annoying
22	negative	that was stupid
23	negative	that was retarded
24	negative	i dont even want to know
25	negative	you are soo annoying
26	negative	this is stupid
27	negative	this is getting pretty old
28	negative	i dont want to know you
29	negative	i dont even want to bother
30	negative	this is getting gay af
31	negative	stupid af
32	negative	dumb af
33	negative	youre annoying af
34	negative	i dont get why you like that kind of shit
35	negative	why do you listen to that? its so bad.
36	negative	that stuff was horrible.
37	negative	lets never do that again
38	negative	i never want to hear that again
39	negative	can we leave already?
40	negative	i want to leave
41	negative	fuck this
42	negative	i cant stand you
43	negative	i cant do that because youre fucked
44	negative	youre fucked
45	negative	omg go away
46	negative	omg
47	negative	go away
48	negative	get out of my life
49	negative	get out of here
50	negative	get out of my house
51	negative	you can get the fuck away from me
52	negative	you can get the fuck away from us
53	negative	you can get the fuck away from them
54	negative	thats absurd
55	negative	youre a liar
56	negative	liar
57	negative	jerk
58	negative	jerkuad
59	negative	fagamo
60	negative	douche
61	negative	douche bag
62	negative	lame
63	negative	lame ass
64	negative	youre ass backwards eh?
0	neutral	that was cool.
1	neutral	can we try that again?
2	neutral	how are you?
3	neutral	what are you doing?
4	neutral	want to hang out?
5	neutral	want to get together?
6	neutral	want to chill?
7	neutral	want to sesh?
8	neutral	not alot.
9	neutral	pretty good
10	neutral	chilling
11	neutral	just chillin
12	neutral	playing games
13	neutral	hanging out with friends. how about you?
14	neutral	nm hbu?
15	neutral	nm
16	neutral	hbu?
17	neutral	hbu
18	neutral	wow really?
19	neutral	shit really?
20	neutral	really?
21	neutral	omg
22	neutral	i can do that yaa.
23	neutral	yaa one sec
24	neutral	can you give me a hand?
25	neutral	i need a hand
26	neutral	you should try that.
27	neutral	youd be good at that.
28	neutral	that is actually bad ass 
29	neutral	we should try this sometime
30	neutral	we should do that 
31	neutral	we should try that
32	neutral	we should do that sometime
33	neutral	i can try in a moment
34	neutral	i can try in a sec
35	neutral	give me a sec
36	neutral	cool cool
37	neutral	ok
38	neutral	kk
39	neutral	sup?
40	neutral	sup
41	neutral	whats up homie?
42	neutral	whats up cracker?
43	neutral	whats up broski?
44	neutral	whats up my dude?
45	neutral	whats up dude?
46	neutral	how are you dude?
47	neutral	how are you broski?
48	neutral	how are you homie?
49	neutral	wassssuuupppp
50	neutral	wassup
51	neutral	huh?
52	neutral	what the hell
53	neutral	why on earth would that happen?
54	neutral	oh lord eh